"","Julian_day","Constituent","Depth","Value","Elevation"
"604",194,"Specific Conductivity",1,131.2,118.52
"605",194,"Specific Conductivity",1.9,131.1,117.62
"606",194,"Specific Conductivity",3,130.9,116.52
"607",194,"Specific Conductivity",4,130.5,115.52
"608",194,"Specific Conductivity",5,131.3,114.52
"609",194,"Specific Conductivity",6,131.4,113.52
"610",194,"Specific Conductivity",7,131,112.52
"611",194,"Specific Conductivity",8,109.8,111.52
"612",194,"Specific Conductivity",9,106.3,110.52
"613",194,"Specific Conductivity",10,98,109.52
"614",194,"Specific Conductivity",11,100.7,108.52
"615",194,"Specific Conductivity",12,102.9,107.52
"616",194,"Specific Conductivity",13,105.5,106.52
"617",194,"Specific Conductivity",14,113.8,105.52
"618",194,"Specific Conductivity",15,120.3,104.52
"619",194,"Specific Conductivity",16,129.1,103.52
"620",194,"Specific Conductivity",17,129.4,102.52
"621",194,"Specific Conductivity",18,130.5,101.52
"622",194,"Specific Conductivity",19,131.5,100.52
"623",194,"Specific Conductivity",20,131.8,99.52
"624",194,"Specific Conductivity",21,132.8,98.52
"625",194,"Specific Conductivity",22,132.6,97.52
"626",194,"Specific Conductivity",23,133.3,96.52
"627",194,"Specific Conductivity",24,132.9,95.52
"628",194,"Specific Conductivity",25,133.5,94.52
"629",194,"Specific Conductivity",26,133.3,93.52
"630",194,"Specific Conductivity",27,133.7,92.52
"631",194,"Specific Conductivity",28,133.7,91.52
"632",194,"Specific Conductivity",29,133.9,90.52
"633",194,"Temperature",9,14.25,110.52
"634",194,"Temperature",10,13.34,109.52
"635",194,"Temperature",11,12.84,108.52
"636",194,"Temperature",12,12.6,107.52
"637",194,"Temperature",13,12.37,106.52
"638",194,"Temperature",14,11.45,105.52
"639",194,"Temperature",15,10.74,104.52
"640",194,"Temperature",16,9.7,103.52
"641",194,"Temperature",17,9.54,102.52
"642",194,"Temperature",18,9.31,101.52
"643",194,"Temperature",19,9.23,100.52
"644",194,"Temperature",20,9.08,99.52
"645",194,"Temperature",21,8.98,98.52
"646",194,"Temperature",22,8.92,97.52
"647",194,"Temperature",23,8.86,96.52
"648",194,"Temperature",24,8.8,95.52
"649",194,"Temperature",25,8.76,94.52
"650",194,"Temperature",26,8.67,93.52
"651",194,"Temperature",27,8.66,92.52
"652",194,"Temperature",28,8.61,91.52
"653",194,"Temperature",29,8.55,90.52
"654",194,"Temperature",7,20.79,112.52
"655",194,"Temperature",4,20.87,115.52
"656",194,"Temperature",5,20.85,114.52
"657",194,"Temperature",6,20.82,113.52
"658",194,"Temperature",8,15.21,111.52
"659",201,"Specific Conductivity",21,130.7,98.44
"660",201,"Specific Conductivity",27,132.2,92.44
"661",201,"Specific Conductivity",28,133.1,91.44
"662",201,"Specific Conductivity",29,132.7,90.44
"663",201,"Temperature",9,14.11,110.44
"664",201,"Temperature",10,13.6,109.44
"665",201,"Temperature",11,13.05,108.44
"666",201,"Temperature",12,12.59,107.44
"667",201,"Temperature",13,12.18,106.44
"668",201,"Specific Conductivity",22,131.6,97.44
"669",201,"Specific Conductivity",23,131.7,96.44
"670",201,"Specific Conductivity",24,131.9,95.44
"671",201,"Specific Conductivity",25,132.5,94.44
"672",201,"Specific Conductivity",26,132.6,93.44
"673",201,"Specific Conductivity",0.3,130.6,119.14
"674",201,"Specific Conductivity",1,130.4,118.44
"675",201,"Specific Conductivity",2,130.7,117.44
"676",201,"Specific Conductivity",3,130.8,116.44
"677",201,"Specific Conductivity",4,130.3,115.44
"678",201,"Specific Conductivity",5,130.8,114.44
"679",201,"Specific Conductivity",6,129.8,113.44
"680",201,"Specific Conductivity",7,108.6,112.44
"681",201,"Specific Conductivity",8,102.3,111.44
"682",201,"Specific Conductivity",9,101.9,110.44
"683",201,"Specific Conductivity",10,99,109.44
"684",201,"Specific Conductivity",11,100.7,108.44
"685",201,"Specific Conductivity",12,104.6,107.44
"686",201,"Specific Conductivity",13,107.1,106.44
"687",201,"Specific Conductivity",14,120.2,105.44
"688",201,"Specific Conductivity",15,124.4,104.44
"689",201,"Specific Conductivity",16,125.7,103.44
"690",201,"Specific Conductivity",17,128.1,102.44
"691",201,"Specific Conductivity",18,128.6,101.44
"692",201,"Specific Conductivity",19,129.8,100.44
"693",201,"Specific Conductivity",20,130.1,99.44
"694",201,"Temperature",0.3,23.18,119.14
"695",201,"Temperature",1,23.09,118.44
"696",201,"Temperature",2,23.05,117.44
"697",201,"Temperature",3,23.01,116.44
"698",201,"Temperature",4,22.98,115.44
"699",201,"Temperature",5,22.87,114.44
"700",201,"Temperature",6,21.48,113.44
"701",201,"Temperature",7,16.17,112.44
"702",201,"Temperature",8,15.45,111.44
"703",201,"Temperature",22,9.09,97.44
"704",201,"Temperature",23,9.06,96.44
"705",201,"Temperature",24,9.04,95.44
"706",201,"Temperature",25,8.93,94.44
"707",201,"Temperature",26,8.89,93.44
"708",201,"Temperature",14,10.86,105.44
"709",201,"Temperature",15,10.43,104.44
"710",201,"Temperature",16,10.09,103.44
"711",201,"Temperature",17,9.79,102.44
"712",201,"Temperature",18,9.63,101.44
"713",201,"Temperature",19,9.34,100.44
"714",201,"Temperature",20,9.28,99.44
"715",201,"Temperature",21,9.18,98.44
"716",201,"Temperature",27,8.87,92.44
"717",201,"Temperature",28,8.82,91.44
"718",201,"Temperature",29,8.73,90.44
"719",210,"Specific Conductivity",0.2,128.6,119.43
"720",210,"Specific Conductivity",4,128.2,115.63
"721",210,"Specific Conductivity",1,128.4,118.63
"722",210,"Specific Conductivity",2,128.2,117.63
"723",210,"Specific Conductivity",3,128,116.63
"724",210,"Temperature",0.2,23.96,119.43
"725",210,"Temperature",1,23.94,118.63
"726",210,"Temperature",2,23.92,117.63
"727",210,"Temperature",3,23.76,116.63
"728",210,"Temperature",4,23.44,115.63
"729",210,"Temperature",5,23.24,114.63
"730",210,"Temperature",6,21.86,113.63
"731",210,"Temperature",7,18.76,112.63
"732",210,"Temperature",8,17.1,111.63
"733",210,"Temperature",9,15.37,110.63
"734",210,"Temperature",10,14.54,109.63
"735",210,"Temperature",11,13.64,108.63
"736",210,"Temperature",12,13.08,107.63
"737",210,"Temperature",13,12.81,106.63
"738",210,"Temperature",14,12.19,105.63
"739",210,"Temperature",15,10.54,104.63
"740",210,"Temperature",16,10.03,103.63
"741",210,"Temperature",17,9.91,102.63
"742",210,"Temperature",18,9.67,101.63
"743",210,"Temperature",19,9.59,100.63
"744",210,"Temperature",20,9.46,99.63
"745",210,"Temperature",20.9,9.31,98.73
"746",210,"Temperature",22,9.18,97.63
"747",210,"Temperature",23,9.12,96.63
"748",210,"Temperature",24,9.05,95.63
"749",210,"Temperature",25,8.94,94.63
"750",210,"Temperature",26,8.92,93.63
"751",210,"Temperature",27,8.82,92.63
"752",210,"Temperature",28,8.81,91.63
"753",210,"Temperature",29,8.77,90.63
"754",210,"Specific Conductivity",9,102,110.63
"755",210,"Specific Conductivity",10,101.9,109.63
"756",210,"Specific Conductivity",11,103,108.63
"757",210,"Specific Conductivity",12,104.2,107.63
"758",210,"Specific Conductivity",13,106.1,106.63
"759",210,"Specific Conductivity",14,108.3,105.63
"760",210,"Specific Conductivity",15,122.5,104.63
"761",210,"Specific Conductivity",16,124.6,103.63
"762",210,"Specific Conductivity",17,126.1,102.63
"763",210,"Specific Conductivity",18,127.4,101.63
"764",210,"Specific Conductivity",19,127.8,100.63
"765",210,"Specific Conductivity",20,129.4,99.63
"766",210,"Specific Conductivity",20.9,130.1,98.73
"767",210,"Specific Conductivity",22,130.6,97.63
"768",210,"Specific Conductivity",23,130.4,96.63
"769",210,"Specific Conductivity",24,130.7,95.63
"770",210,"Specific Conductivity",25,131.3,94.63
"771",210,"Specific Conductivity",26,131.9,93.63
"772",210,"Specific Conductivity",27,132,92.63
"773",210,"Specific Conductivity",28,132.4,91.63
"774",210,"Specific Conductivity",29,132.2,90.63
"775",210,"Specific Conductivity",7,115.1,112.63
"776",210,"Specific Conductivity",8,108.3,111.63
"777",210,"Specific Conductivity",5,128,114.63
"778",210,"Specific Conductivity",6,126.1,113.63
"779",232,"Specific Conductivity",0.2,147,118.9
"780",232,"Specific Conductivity",1,147,118.1
"781",232,"Specific Conductivity",6,126.3,113.1
"782",232,"Specific Conductivity",7,117.5,112.1
"783",232,"Specific Conductivity",8,107.1,111.1
"784",232,"Specific Conductivity",9,105.3,110.1
"785",232,"Specific Conductivity",10,105.9,109.1
"786",232,"Specific Conductivity",11,105.8,108.1
"787",232,"Specific Conductivity",12,106.7,107.1
"788",232,"Specific Conductivity",13,112.7,106.1
"789",232,"Specific Conductivity",14,118.5,105.1
"790",232,"Specific Conductivity",2,146,117.1
"791",232,"Specific Conductivity",3,150.5,116.1
"792",232,"Specific Conductivity",4,146.9,115.1
"793",232,"Specific Conductivity",5,146,114.1
"794",232,"Temperature",0.2,24.5,118.9
"795",232,"Temperature",1,24.03,118.1
"796",232,"Temperature",2,24.26,117.1
"797",232,"Temperature",3,24.17,116.1
"798",232,"Temperature",4,23.1,115.1
"799",232,"Temperature",5,20.5,114.1
"800",232,"Temperature",6,17.36,113.1
"801",232,"Temperature",7,15.78,112.1
"802",232,"Temperature",8,14.33,111.1
"803",232,"Temperature",9,13.69,110.1
"804",232,"Temperature",10,13.08,109.1
"805",232,"Temperature",11,12.95,108.1
"806",232,"Temperature",12,12.46,107.1
"807",232,"Temperature",13,11.89,106.1
"808",232,"Temperature",14,11.05,105.1
"809",232,"Temperature",15,9.85,104.1
"810",232,"Temperature",16,9.11,103.1
"811",232,"Temperature",17,8.65,102.1
"812",232,"Temperature",18,8.38,101.1
"813",232,"Temperature",19,8.32,100.1
"814",232,"Temperature",20,8.09,99.1
"815",232,"Specific Conductivity",17,136.1,102.1
"816",232,"Specific Conductivity",18,137.5,101.1
"817",232,"Specific Conductivity",15,127,104.1
"818",232,"Specific Conductivity",16,133.4,103.1
"819",232,"Specific Conductivity",19,137.6,100.1
"820",232,"Specific Conductivity",20,138.5,99.1
"821",239,"Temperature",0.2,25.61,118.78
"822",239,"Temperature",1,25.62,117.98
"823",239,"Temperature",8,16,110.98
"824",239,"Temperature",9,15.47,109.98
"825",239,"Temperature",10,14.76,108.98
"826",239,"Temperature",11,14.33,107.98
"827",239,"Temperature",12,14.15,106.98
"828",239,"Temperature",13,13.3,105.98
"829",239,"Temperature",14,11.16,104.98
"830",239,"Temperature",2,25.57,116.98
"831",239,"Temperature",3,25.56,115.98
"832",239,"Temperature",4,25.53,114.98
"833",239,"Temperature",5,25.52,113.98
"834",239,"Temperature",6,22.22,112.98
"835",239,"Temperature",7,18.18,111.98
"836",239,"Specific Conductivity",0.2,142.8,118.78
"837",239,"Specific Conductivity",1,142.2,117.98
"838",239,"Specific Conductivity",2,141.5,116.98
"839",239,"Specific Conductivity",3,141.2,115.98
"840",239,"Specific Conductivity",4,140.8,114.98
"841",239,"Specific Conductivity",5,140.7,113.98
"842",239,"Specific Conductivity",6,132.4,112.98
"843",239,"Specific Conductivity",7,111.4,111.98
"844",239,"Specific Conductivity",8,103.1,110.98
"845",239,"Specific Conductivity",9,100.8,109.98
"846",239,"Specific Conductivity",10,99.7,108.98
"847",239,"Specific Conductivity",11,100,107.98
"848",239,"Specific Conductivity",12,100,106.98
"849",239,"Specific Conductivity",13,105.8,105.98
"850",239,"Specific Conductivity",14,121,104.98
"851",239,"Specific Conductivity",15,125.5,103.98
"852",239,"Specific Conductivity",16,126.2,102.98
"853",239,"Specific Conductivity",17,128.3,101.98
"854",239,"Specific Conductivity",18,131.3,100.98
"855",239,"Specific Conductivity",19,131.9,99.98
"856",239,"Specific Conductivity",20,132.1,98.98
"857",239,"Specific Conductivity",21,132.4,97.98
"858",239,"Specific Conductivity",22,132.6,96.98
"859",239,"Specific Conductivity",23,133.1,95.98
"860",239,"Specific Conductivity",24,133.6,94.98
"861",239,"Specific Conductivity",25,134.4,93.98
"862",239,"Specific Conductivity",26,134.4,92.98
"863",239,"Specific Conductivity",27,134.8,91.98
"864",239,"Specific Conductivity",27.1,134.9,91.88
"865",239,"Temperature",21,9.32,97.98
"866",239,"Temperature",22,9.28,96.98
"867",239,"Temperature",23,9.17,95.98
"868",239,"Temperature",24,9.08,94.98
"869",239,"Temperature",25,8.93,93.98
"870",239,"Temperature",26,8.9,92.98
"871",239,"Temperature",27,8.81,91.98
"872",239,"Temperature",15,10.67,103.98
"873",239,"Temperature",16,10.43,102.98
"874",239,"Temperature",17,10.13,101.98
"875",239,"Temperature",18,9.57,100.98
"876",239,"Temperature",19,9.46,99.98
"877",239,"Temperature",20,9.39,98.98
"878",239,"Temperature",27.1,8.81,91.88
"879",246,"Specific Conductivity",0.2,126.9,118.86
"880",246,"Specific Conductivity",1,126.5,118.06
"881",246,"Specific Conductivity",2,126.9,117.06
"882",246,"Specific Conductivity",4,126.9,115.06
"883",246,"Specific Conductivity",5,126.5,114.06
"884",246,"Specific Conductivity",6,126.9,113.06
"885",246,"Specific Conductivity",3,126.9,116.06
"886",246,"Specific Conductivity",21,129.1,98.06
"887",246,"Specific Conductivity",22,129.5,97.06
"888",246,"Specific Conductivity",23,129.8,96.06
"889",246,"Specific Conductivity",24,130.5,95.06
"890",246,"Specific Conductivity",25,130.5,94.06
"891",246,"Specific Conductivity",26,131.4,93.06
"892",246,"Specific Conductivity",27,131.8,92.06
"893",246,"Specific Conductivity",28,132.3,91.06
"894",246,"Temperature",8,17.27,111.06
"895",246,"Temperature",9,15.7,110.06
"896",246,"Temperature",10,15.37,109.06
"897",246,"Temperature",11,14.76,108.06
"898",246,"Temperature",12,14.25,107.06
"899",246,"Temperature",13,13.94,106.06
"900",246,"Temperature",14,12.53,105.06
"901",246,"Temperature",15,11.34,104.06
"902",246,"Temperature",16,10.39,103.06
"903",246,"Temperature",17,9.78,102.06
"904",246,"Temperature",18,9.69,101.06
"905",246,"Temperature",19,9.63,100.06
"906",246,"Temperature",20,9.59,99.06
"907",246,"Temperature",21,9.55,98.06
"908",246,"Temperature",22,9.4,97.06
"909",246,"Temperature",23,9.31,96.06
"910",246,"Temperature",24,9.3,95.06
"911",246,"Temperature",25,9.22,94.06
"912",246,"Specific Conductivity",7,126.5,112.06
"913",246,"Specific Conductivity",8,100.1,111.06
"914",246,"Specific Conductivity",9,95.3,110.06
"915",246,"Specific Conductivity",10,93.2,109.06
"916",246,"Specific Conductivity",11,95.7,108.06
"917",246,"Specific Conductivity",12,96.2,107.06
"918",246,"Specific Conductivity",13,98.7,106.06
"919",246,"Specific Conductivity",14,109.2,105.06
"920",246,"Specific Conductivity",15,117.4,104.06
"921",246,"Specific Conductivity",16,124.2,103.06
"922",246,"Specific Conductivity",17,128.4,102.06
"923",246,"Specific Conductivity",18,128.4,101.06
"924",246,"Specific Conductivity",19,129.1,100.06
"925",246,"Specific Conductivity",20,128.5,99.06
"926",246,"Temperature",0.2,22.02,118.86
"927",246,"Temperature",1,22,118.06
"928",246,"Temperature",2,21.99,117.06
"929",246,"Temperature",3,21.98,116.06
"930",246,"Temperature",4,21.97,115.06
"931",246,"Temperature",5,21.97,114.06
"932",246,"Temperature",6,21.96,113.06
"933",246,"Temperature",7,21.96,112.06
"934",246,"Temperature",26,9.14,93.06
"935",246,"Temperature",27,9.05,92.06
"936",246,"Temperature",28,8.94,91.06
"937",257,"Specific Conductivity",0.3,121.4,118.7
"938",257,"Specific Conductivity",4,121.9,115
"939",257,"Specific Conductivity",1,121.3,118
"940",257,"Specific Conductivity",2,122.2,117
"941",257,"Specific Conductivity",3,121.1,116
"942",257,"Specific Conductivity",8,118.5,111
"943",257,"Specific Conductivity",9,95.4,110
"944",257,"Specific Conductivity",10,93.1,109
"945",257,"Specific Conductivity",11,93.6,108
"946",257,"Specific Conductivity",12,96.6,107
"947",257,"Specific Conductivity",12,96.1,107
"948",257,"Specific Conductivity",13,103.4,106
"949",257,"Specific Conductivity",14,113.8,105
"950",257,"Specific Conductivity",15,119.6,104
"951",257,"Specific Conductivity",16,123.7,103
"952",257,"Specific Conductivity",5,121.2,114
"953",257,"Specific Conductivity",6,121.3,113
"954",257,"Specific Conductivity",7,120.2,112
"955",257,"Temperature",0.3,19.65,118.7
"956",257,"Temperature",1,19.65,118
"957",257,"Temperature",2,19.65,117
"958",257,"Temperature",3,19.65,116
"959",257,"Temperature",4,19.65,115
"960",257,"Temperature",5,19.6,114
"961",257,"Temperature",6,19.55,113
"962",257,"Temperature",7,19.37,112
"963",257,"Temperature",8,18.94,111
"964",257,"Temperature",9,15.93,110
"965",257,"Temperature",10,15.1,109
"966",257,"Temperature",11,14.59,108
"967",257,"Temperature",12,13.9,107
"968",257,"Temperature",12,13.89,107
"969",257,"Temperature",13,12.86,106
"970",257,"Temperature",14,11.83,105
"971",257,"Temperature",15,10.97,104
"972",257,"Temperature",16,10.41,103
"973",257,"Temperature",17,10.11,102
"974",257,"Temperature",17,10.09,102
"975",257,"Temperature",18,9.9,101
"976",257,"Temperature",18,9.9,101
"977",257,"Temperature",19,9.81,100
"978",257,"Temperature",20,9.66,99
"979",257,"Temperature",20,9.65,99
"980",257,"Temperature",21,9.59,98
"981",257,"Temperature",22,9.55,97
"982",257,"Temperature",23,9.49,96
"983",257,"Temperature",24,9.47,95
"984",257,"Temperature",25,9.44,94
"985",257,"Temperature",26,9.32,93
"986",257,"Temperature",26,9.32,93
"987",257,"Temperature",27,9.28,92
"988",257,"Temperature",28,9.18,91
"989",257,"Temperature",28,9.19,91
"990",257,"Specific Conductivity",24,128.4,95
"991",257,"Specific Conductivity",25,128.9,94
"992",257,"Specific Conductivity",26,129.9,93
"993",257,"Specific Conductivity",17,125.4,102
"994",257,"Specific Conductivity",17,125.7,102
"995",257,"Specific Conductivity",18,126,101
"996",257,"Specific Conductivity",18,126,101
"997",257,"Specific Conductivity",19,126.4,100
"998",257,"Specific Conductivity",20,127.6,99
"999",257,"Specific Conductivity",20,127.2,99
"1000",257,"Specific Conductivity",21,127.9,98
"1001",257,"Specific Conductivity",22,128.5,97
"1002",257,"Specific Conductivity",23,128.8,96
"1003",257,"Specific Conductivity",27,129.8,92
"1004",257,"Specific Conductivity",28,130.3,91
"1005",257,"Specific Conductivity",28,130.3,91
"1006",257,"Specific Conductivity",26,130.1,93
"1007",264,"Temperature",0.2,18.17,118.77
"1008",264,"Temperature",1,18.13,117.97
"1009",264,"Temperature",2,18.1,116.97
"1010",264,"Temperature",20,9.81,98.97
"1011",264,"Temperature",21,9.74,97.97
"1012",264,"Temperature",22,9.62,96.97
"1013",264,"Temperature",23,9.54,95.97
"1014",264,"Temperature",24,9.51,94.97
"1015",264,"Temperature",25,9.46,93.97
"1016",264,"Temperature",26,9.36,92.97
"1017",264,"Temperature",27,9.28,91.97
"1018",264,"Temperature",28,9.26,90.97
"1019",264,"Specific Conductivity",9,115.6,109.97
"1020",264,"Specific Conductivity",10,95.1,108.97
"1021",264,"Specific Conductivity",11,93.1,107.97
"1022",264,"Specific Conductivity",12,91.1,106.97
"1023",264,"Specific Conductivity",13,94.3,105.97
"1024",264,"Specific Conductivity",14,102.3,104.97
"1025",264,"Specific Conductivity",15,112.9,103.97
"1026",264,"Specific Conductivity",16,120.9,102.97
"1027",264,"Specific Conductivity",17,123.5,101.97
"1028",264,"Specific Conductivity",18,126.4,100.97
"1029",264,"Specific Conductivity",19,125.1,99.97
"1030",264,"Specific Conductivity",20,127.5,98.97
